# script: ch04_shengyin_2016_design.py
# seeds: 20260813
# replicates: accuracy block: 100 at n=100, 25 at n=500; scaling block: 5 at each p
# n_perturb: 500
# n_restarts: 5
# max_iter: 150
# scaling_block: model A part 1, n=500, p in {6, 20, 50, 100}
# methods: dCor-PP (this thesis), Sheng-Yin (SQP), SIR, OLS
# design_source: wu2021mm pp.12-13, restating Sheng & Yin (2016)
block,model,part,n,p,d,rep,method,angle,delta_m,dcor2_u,seconds
accuracy,C,1,100,6,1,86,dCor-PP (this thesis),10.1329,0.175932,0.31106,0.035
accuracy,C,1,100,6,1,86,Sheng-Yin (SQP),9.3212,0.16197,0.309079,0.049
accuracy,C,1,100,6,1,86,SIR,20.799,0.355091,0.274778,0.0
accuracy,C,1,100,6,1,86,OLS,68.3136,0.92922,0.064256,0.0
accuracy,C,1,100,6,1,87,dCor-PP (this thesis),13.0164,0.225231,0.26152,0.028
accuracy,C,1,100,6,1,87,Sheng-Yin (SQP),14.0884,0.243418,0.258998,0.052
accuracy,C,1,100,6,1,87,SIR,7.9961,0.139106,0.256384,0.0
accuracy,C,1,100,6,1,87,OLS,66.873,0.919637,0.057078,0.0
accuracy,C,1,100,6,1,88,dCor-PP (this thesis),18.5125,0.317511,0.304995,0.031
accuracy,C,1,100,6,1,88,Sheng-Yin (SQP),14.1804,0.244976,0.302578,0.049
accuracy,C,1,100,6,1,88,SIR,24.9964,0.422561,0.286763,0.001
accuracy,C,1,100,6,1,88,OLS,34.6872,0.569095,0.223527,0.0
accuracy,C,1,100,6,1,89,dCor-PP (this thesis),9.2091,0.160038,0.262011,0.027
accuracy,C,1,100,6,1,89,Sheng-Yin (SQP),12.2463,0.212114,0.261297,0.053
accuracy,C,1,100,6,1,89,SIR,10.4627,0.181596,0.2549,0.0
accuracy,C,1,100,6,1,89,OLS,37.9818,0.615412,0.143664,0.0
accuracy,C,1,100,6,1,90,dCor-PP (this thesis),6.4695,0.112674,0.276324,0.032
accuracy,C,1,100,6,1,90,Sheng-Yin (SQP),6.5426,0.113942,0.271097,0.052
accuracy,C,1,100,6,1,90,SIR,8.4041,0.146154,0.26425,0.001
accuracy,C,1,100,6,1,90,OLS,31.1068,0.516635,0.188886,0.0
accuracy,C,1,100,6,1,91,dCor-PP (this thesis),10.6382,0.184607,0.265796,0.031
accuracy,C,1,100,6,1,91,Sheng-Yin (SQP),11.5252,0.199799,0.263989,0.049
accuracy,C,1,100,6,1,91,SIR,13.2783,0.229681,0.233265,0.0
accuracy,C,1,100,6,1,91,OLS,28.4264,0.476029,0.221562,0.0
accuracy,C,1,100,6,1,92,dCor-PP (this thesis),10.6728,0.185199,0.255351,0.031
accuracy,C,1,100,6,1,92,Sheng-Yin (SQP),10.2082,0.177225,0.253728,0.051
accuracy,C,1,100,6,1,92,SIR,9.9139,0.172168,0.224637,0.0
accuracy,C,1,100,6,1,92,OLS,23.1274,0.392777,0.200109,0.0
accuracy,C,1,100,6,1,93,dCor-PP (this thesis),15.5692,0.268402,0.276821,0.033
accuracy,C,1,100,6,1,93,Sheng-Yin (SQP),16.2245,0.279401,0.275536,0.051
accuracy,C,1,100,6,1,93,SIR,13.3289,0.230541,0.252683,0.0
accuracy,C,1,100,6,1,93,OLS,33.8572,0.557125,0.171837,0.0
accuracy,C,1,100,6,1,94,dCor-PP (this thesis),9.2415,0.160597,0.326898,0.041
accuracy,C,1,100,6,1,94,Sheng-Yin (SQP),8.2607,0.143677,0.325855,0.049
accuracy,C,1,100,6,1,94,SIR,13.3866,0.23152,0.29309,0.0
accuracy,C,1,100,6,1,94,OLS,51.6786,0.784545,0.103886,0.0
accuracy,C,1,100,6,1,95,dCor-PP (this thesis),8.3454,0.14514,0.308762,0.029
accuracy,C,1,100,6,1,95,Sheng-Yin (SQP),5.8516,0.101953,0.308176,0.049
accuracy,C,1,100,6,1,95,SIR,10.5889,0.183761,0.304209,0.001
accuracy,C,1,100,6,1,95,OLS,61.0797,0.875293,0.062845,0.0
accuracy,C,1,100,6,1,96,dCor-PP (this thesis),18.3833,0.315373,0.281035,0.025
accuracy,C,1,100,6,1,96,Sheng-Yin (SQP),13.2144,0.228596,0.279316,0.05
accuracy,C,1,100,6,1,96,SIR,15.5488,0.268059,0.25927,0.001
accuracy,C,1,100,6,1,96,OLS,54.6374,0.815506,0.095739,0.0
accuracy,C,1,100,6,1,97,dCor-PP (this thesis),6.1011,0.106283,0.246144,0.037
accuracy,C,1,100,6,1,97,Sheng-Yin (SQP),5.0613,0.088222,0.245577,0.053
accuracy,C,1,100,6,1,97,SIR,4.7377,0.082594,0.242254,0.0
accuracy,C,1,100,6,1,97,OLS,76.2838,0.971482,0.018575,0.0
accuracy,C,1,100,6,1,98,dCor-PP (this thesis),17.8625,0.306734,0.351801,0.041
accuracy,C,1,100,6,1,98,Sheng-Yin (SQP),18.3475,0.31478,0.349991,0.049
accuracy,C,1,100,6,1,98,SIR,12.4248,0.215158,0.348258,0.0
accuracy,C,1,100,6,1,98,OLS,58.087,0.848852,0.149306,0.0
accuracy,C,1,100,6,1,99,dCor-PP (this thesis),13.7412,0.237537,0.306885,0.033
accuracy,C,1,100,6,1,99,Sheng-Yin (SQP),8.776,0.152572,0.303472,0.059
accuracy,C,1,100,6,1,99,SIR,14.057,0.242887,0.268673,0.0
accuracy,C,1,100,6,1,99,OLS,60.7478,0.872477,0.10989,0.0
accuracy,C,1,500,20,1,0,dCor-PP (this thesis),9.1968,0.159825,0.280668,0.537
accuracy,C,1,500,20,1,0,Sheng-Yin (SQP),8.4379,0.146737,0.279571,5.421
accuracy,C,1,500,20,1,0,SIR,11.4035,0.197717,0.266688,0.0
accuracy,C,1,500,20,1,0,OLS,84.0335,0.994583,0.026627,0.0
accuracy,C,1,500,20,1,1,dCor-PP (this thesis),7.9643,0.138557,0.28751,0.492
accuracy,C,1,500,20,1,1,Sheng-Yin (SQP),8.225,0.14306,0.286154,5.45
accuracy,C,1,500,20,1,1,SIR,8.4871,0.147587,0.275999,0.001
accuracy,C,1,500,20,1,1,OLS,86.7014,0.998343,0.008194,0.001
accuracy,C,1,500,20,1,2,dCor-PP (this thesis),10.0356,0.174261,0.276281,0.547
accuracy,C,1,500,20,1,2,Sheng-Yin (SQP),9.0378,0.157087,0.274235,5.962
accuracy,C,1,500,20,1,2,SIR,11.2963,0.195883,0.265433,0.0
accuracy,C,1,500,20,1,2,OLS,74.7597,0.964832,0.034384,0.0
accuracy,C,1,500,20,1,3,dCor-PP (this thesis),8.4903,0.147641,0.286396,0.498
accuracy,C,1,500,20,1,3,Sheng-Yin (SQP),9.5688,0.166231,0.285658,5.596
accuracy,C,1,500,20,1,3,SIR,11.2176,0.194536,0.277097,0.0
accuracy,C,1,500,20,1,3,OLS,79.149,0.98212,0.012673,0.0
accuracy,C,1,500,20,1,4,dCor-PP (this thesis),7.4714,0.130031,0.281201,0.539
accuracy,C,1,500,20,1,4,Sheng-Yin (SQP),6.9482,0.120972,0.279921,6.298
accuracy,C,1,500,20,1,4,SIR,8.1951,0.142544,0.274698,0.001
accuracy,C,1,500,20,1,4,OLS,77.3614,0.97577,0.014215,0.0
accuracy,C,1,500,20,1,5,dCor-PP (this thesis),8.6335,0.150114,0.28045,0.521
accuracy,C,1,500,20,1,5,Sheng-Yin (SQP),8.6454,0.150319,0.280006,5.665
accuracy,C,1,500,20,1,5,SIR,10.1454,0.176147,0.267499,0.0
accuracy,C,1,500,20,1,5,OLS,63.9661,0.898534,0.06623,0.0
accuracy,C,1,500,20,1,6,dCor-PP (this thesis),13.9619,0.241276,0.2982,0.518
accuracy,C,1,500,20,1,6,Sheng-Yin (SQP),12.9844,0.224685,0.297142,5.701
accuracy,C,1,500,20,1,6,SIR,9.4176,0.163629,0.283049,0.001
accuracy,C,1,500,20,1,6,OLS,79.2662,0.982503,0.033238,0.0
accuracy,C,1,500,20,1,7,dCor-PP (this thesis),11.8031,0.204549,0.270826,0.522
accuracy,C,1,500,20,1,7,Sheng-Yin (SQP),11.2329,0.194798,0.270203,6.999
accuracy,C,1,500,20,1,7,SIR,10.875,0.188666,0.258741,0.0
accuracy,C,1,500,20,1,7,OLS,58.2696,0.850533,0.073104,0.0
accuracy,C,1,500,20,1,8,dCor-PP (this thesis),8.771,0.152486,0.288375,0.506
accuracy,C,1,500,20,1,8,Sheng-Yin (SQP),8.0196,0.139512,0.286889,6.826
accuracy,C,1,500,20,1,8,SIR,7.9476,0.138268,0.278663,0.001
accuracy,C,1,500,20,1,8,OLS,49.9975,0.766017,0.158156,0.0
accuracy,C,1,500,20,1,9,dCor-PP (this thesis),7.3089,0.127219,0.308409,0.552
accuracy,C,1,500,20,1,9,Sheng-Yin (SQP),8.2999,0.144354,0.306967,6.11
accuracy,C,1,500,20,1,9,SIR,9.0446,0.157203,0.29985,0.0
accuracy,C,1,500,20,1,9,OLS,56.5315,0.834189,0.117343,0.0
accuracy,C,1,500,20,1,10,dCor-PP (this thesis),8.155,0.141851,0.314879,0.46
accuracy,C,1,500,20,1,10,Sheng-Yin (SQP),8.784,0.15271,0.313893,5.75
accuracy,C,1,500,20,1,10,SIR,11.0662,0.191943,0.29531,0.0
accuracy,C,1,500,20,1,10,OLS,79.296,0.9826,0.01829,0.0
accuracy,C,1,500,20,1,11,dCor-PP (this thesis),7.2212,0.1257,0.282993,0.454
accuracy,C,1,500,20,1,11,Sheng-Yin (SQP),8.1631,0.141992,0.281835,5.57
accuracy,C,1,500,20,1,11,SIR,9.4916,0.164903,0.274817,0.0
accuracy,C,1,500,20,1,11,OLS,73.1542,0.957088,0.050122,0.0
accuracy,C,1,500,20,1,12,dCor-PP (this thesis),8.6029,0.149586,0.298627,0.496
accuracy,C,1,500,20,1,12,Sheng-Yin (SQP),9.432,0.163877,0.296883,5.628
accuracy,C,1,500,20,1,12,SIR,7.4592,0.129821,0.284589,0.0
accuracy,C,1,500,20,1,12,OLS,51.0555,0.777755,0.162276,0.0
accuracy,C,1,500,20,1,13,dCor-PP (this thesis),10.2692,0.178273,0.293192,0.471
accuracy,C,1,500,20,1,13,Sheng-Yin (SQP),9.2883,0.161403,0.291871,5.508
accuracy,C,1,500,20,1,13,SIR,10.3057,0.178901,0.272799,0.0
accuracy,C,1,500,20,1,13,OLS,73.0081,0.956346,0.039994,0.0
accuracy,C,1,500,20,1,14,dCor-PP (this thesis),9.9229,0.172323,0.278531,0.451
accuracy,C,1,500,20,1,14,Sheng-Yin (SQP),8.8959,0.15464,0.276316,6.49
accuracy,C,1,500,20,1,14,SIR,10.2987,0.178781,0.265894,0.0
accuracy,C,1,500,20,1,14,OLS,82.403,0.991222,0.033842,0.0
accuracy,C,1,500,20,1,15,dCor-PP (this thesis),8.4219,0.146462,0.307301,0.492
accuracy,C,1,500,20,1,15,Sheng-Yin (SQP),10.1004,0.175374,0.304653,6.75
accuracy,C,1,500,20,1,15,SIR,9.8762,0.171519,0.296945,0.0
accuracy,C,1,500,20,1,15,OLS,59.0124,0.857278,0.101523,0.0
accuracy,C,1,500,20,1,16,dCor-PP (this thesis),8.4921,0.147673,0.273279,0.48
accuracy,C,1,500,20,1,16,Sheng-Yin (SQP),6.856,0.119375,0.271409,5.581
accuracy,C,1,500,20,1,16,SIR,10.525,0.182665,0.259841,0.0
accuracy,C,1,500,20,1,16,OLS,53.8647,0.807627,0.099469,0.0
accuracy,C,1,500,20,1,17,dCor-PP (this thesis),8.5464,0.14861,0.262151,0.522
accuracy,C,1,500,20,1,17,Sheng-Yin (SQP),8.5189,0.148136,0.260327,6.015
accuracy,C,1,500,20,1,17,SIR,8.1057,0.141,0.258413,0.0
accuracy,C,1,500,20,1,17,OLS,55.1234,0.820386,0.071515,0.0
accuracy,C,1,500,20,1,18,dCor-PP (this thesis),9.9072,0.172053,0.29768,0.515
accuracy,C,1,500,20,1,18,Sheng-Yin (SQP),9.6335,0.167345,0.296014,6.361
accuracy,C,1,500,20,1,18,SIR,13.6077,0.235272,0.284313,0.0
accuracy,C,1,500,20,1,18,OLS,78.3518,0.979406,0.037248,0.002
accuracy,C,1,500,20,1,19,dCor-PP (this thesis),10.2407,0.177783,0.278558,0.478
accuracy,C,1,500,20,1,19,Sheng-Yin (SQP),12.223,0.211716,0.276762,7.201
accuracy,C,1,500,20,1,19,SIR,13.55,0.234294,0.26513,0.0
accuracy,C,1,500,20,1,19,OLS,71.2939,0.947176,0.033386,0.0
accuracy,C,1,500,20,1,20,dCor-PP (this thesis),8.8126,0.153204,0.307144,0.494
accuracy,C,1,500,20,1,20,Sheng-Yin (SQP),9.2949,0.161516,0.305937,5.998
accuracy,C,1,500,20,1,20,SIR,9.7501,0.169351,0.29538,0.001
accuracy,C,1,500,20,1,20,OLS,59.902,0.865169,0.081418,0.001
accuracy,C,1,500,20,1,21,dCor-PP (this thesis),10.563,0.183316,0.303014,0.52
accuracy,C,1,500,20,1,21,Sheng-Yin (SQP),10.1471,0.176175,0.301883,7.197
accuracy,C,1,500,20,1,21,SIR,12.6213,0.218506,0.284839,0.001
accuracy,C,1,500,20,1,21,OLS,81.29,0.988467,0.035256,0.0
accuracy,C,1,500,20,1,22,dCor-PP (this thesis),7.3301,0.127585,0.279482,0.54
accuracy,C,1,500,20,1,22,Sheng-Yin (SQP),7.6434,0.133007,0.27889,6.437
accuracy,C,1,500,20,1,22,SIR,15.0308,0.259339,0.267372,0.0
accuracy,C,1,500,20,1,22,OLS,57.2308,0.840857,0.096919,0.0
accuracy,C,1,500,20,1,23,dCor-PP (this thesis),9.2057,0.15998,0.287182,0.52
accuracy,C,1,500,20,1,23,Sheng-Yin (SQP),9.3621,0.162673,0.28661,6.103
accuracy,C,1,500,20,1,23,SIR,9.2513,0.160765,0.279438,0.0
accuracy,C,1,500,20,1,23,OLS,54.2066,0.811131,0.127664,0.0
accuracy,C,1,500,20,1,24,dCor-PP (this thesis),8.6159,0.14981,0.302708,0.529
accuracy,C,1,500,20,1,24,Sheng-Yin (SQP),8.95,0.155573,0.30063,5.967
accuracy,C,1,500,20,1,24,SIR,10.1508,0.176239,0.289555,0.0
accuracy,C,1,500,20,1,24,OLS,85.6727,0.997149,0.025309,0.001
accuracy,C,2,100,6,1,0,dCor-PP (this thesis),13.4324,0.232298,0.177697,0.028
accuracy,C,2,100,6,1,0,Sheng-Yin (SQP),12.8395,0.22222,0.175963,0.055
accuracy,C,2,100,6,1,0,SIR,18.0164,0.309289,0.15685,0.0
accuracy,C,2,100,6,1,0,OLS,70.4687,0.942459,0.020139,0.0
accuracy,C,2,100,6,1,1,dCor-PP (this thesis),15.5051,0.267324,0.111826,0.031
accuracy,C,2,100,6,1,1,Sheng-Yin (SQP),16.3921,0.282209,0.111016,0.055
accuracy,C,2,100,6,1,1,SIR,14.9447,0.257887,0.098408,0.0
accuracy,C,2,100,6,1,1,OLS,67.9757,0.927025,0.022436,0.0
accuracy,C,2,100,6,1,2,dCor-PP (this thesis),21.5699,0.367636,0.192182,0.033
accuracy,C,2,100,6,1,2,Sheng-Yin (SQP),18.786,0.322035,0.191498,0.05
accuracy,C,2,100,6,1,2,SIR,23.6931,0.401838,0.18344,0.0
accuracy,C,2,100,6,1,2,OLS,35.9657,0.587301,0.136623,0.0
accuracy,C,2,100,6,1,3,dCor-PP (this thesis),18.2478,0.313127,0.164755,0.028
accuracy,C,2,100,6,1,3,Sheng-Yin (SQP),18.4175,0.315939,0.164188,0.058
accuracy,C,2,100,6,1,3,SIR,15.5653,0.268336,0.161351,0.0
accuracy,C,2,100,6,1,3,OLS,82.3409,0.991079,0.01822,0.0
accuracy,C,2,100,6,1,4,dCor-PP (this thesis),19.241,0.329543,0.193922,0.037
accuracy,C,2,100,6,1,4,Sheng-Yin (SQP),18.3033,0.314047,0.193744,0.05
accuracy,C,2,100,6,1,4,SIR,23.8473,0.4043,0.173261,0.001
accuracy,C,2,100,6,1,4,OLS,51.2057,0.779401,0.076074,0.0
accuracy,C,2,100,6,1,5,dCor-PP (this thesis),18.0142,0.309253,0.138071,0.038
accuracy,C,2,100,6,1,5,Sheng-Yin (SQP),16.8143,0.28927,0.137965,0.059
accuracy,C,2,100,6,1,5,SIR,15.832,0.272818,0.122873,0.0
accuracy,C,2,100,6,1,5,OLS,54.8588,0.817736,0.038381,0.0
accuracy,C,2,100,6,1,6,dCor-PP (this thesis),19.9842,0.34176,0.122702,0.033
accuracy,C,2,100,6,1,6,Sheng-Yin (SQP),18.0162,0.309286,0.118877,0.052
accuracy,C,2,100,6,1,6,SIR,11.2133,0.194462,0.116352,0.0
accuracy,C,2,100,6,1,6,OLS,57.1789,0.840367,0.075285,0.0
accuracy,C,2,100,6,1,7,dCor-PP (this thesis),8.2851,0.144099,0.15422,0.033
accuracy,C,2,100,6,1,7,Sheng-Yin (SQP),5.62,0.09793,0.152013,0.055
accuracy,C,2,100,6,1,7,SIR,10.7129,0.185888,0.146413,0.001
accuracy,C,2,100,6,1,7,OLS,34.5556,0.567206,0.109853,0.0
accuracy,C,2,100,6,1,8,dCor-PP (this thesis),15.6073,0.269043,0.18972,0.03
accuracy,C,2,100,6,1,8,Sheng-Yin (SQP),18.1358,0.31127,0.189477,0.053
accuracy,C,2,100,6,1,8,SIR,22.3027,0.3795,0.158591,0.0
accuracy,C,2,100,6,1,8,OLS,39.3501,0.634057,0.079127,0.0
accuracy,C,2,100,6,1,9,dCor-PP (this thesis),18.5428,0.318013,0.154041,0.031
accuracy,C,2,100,6,1,9,Sheng-Yin (SQP),21.0819,0.359702,0.153384,0.057
accuracy,C,2,100,6,1,9,SIR,24.1882,0.409735,0.146972,0.0
accuracy,C,2,100,6,1,9,OLS,33.4591,0.551341,0.126926,0.0
accuracy,C,2,100,6,1,10,dCor-PP (this thesis),15.4507,0.26641,0.142088,0.035
accuracy,C,2,100,6,1,10,Sheng-Yin (SQP),14.7255,0.254189,0.140676,0.051
accuracy,C,2,100,6,1,10,SIR,31.5508,0.523254,0.129743,0.0
accuracy,C,2,100,6,1,10,OLS,61.1258,0.875682,0.069537,0.0
accuracy,C,2,100,6,1,11,dCor-PP (this thesis),27.8756,0.467553,0.209671,0.026
accuracy,C,2,100,6,1,11,Sheng-Yin (SQP),25.1228,0.424561,0.206796,0.053
accuracy,C,2,100,6,1,11,SIR,39.1161,0.630893,0.19158,0.0
accuracy,C,2,100,6,1,11,OLS,48.1789,0.745231,0.130885,0.0
accuracy,C,2,100,6,1,12,dCor-PP (this thesis),9.7978,0.170171,0.194472,0.033
accuracy,C,2,100,6,1,12,Sheng-Yin (SQP),13.6498,0.235986,0.192566,0.048
accuracy,C,2,100,6,1,12,SIR,19.292,0.330383,0.177949,0.0
accuracy,C,2,100,6,1,12,OLS,83.5112,0.993594,0.014526,0.0
accuracy,C,2,100,6,1,13,dCor-PP (this thesis),13.9584,0.241217,0.155611,0.03
accuracy,C,2,100,6,1,13,Sheng-Yin (SQP),13.7889,0.238345,0.153352,0.051
accuracy,C,2,100,6,1,13,SIR,16.8701,0.290203,0.147704,0.001
accuracy,C,2,100,6,1,13,OLS,80.6909,0.98683,0.0221,0.0
accuracy,C,2,100,6,1,14,dCor-PP (this thesis),15.4683,0.266705,0.182576,0.037
accuracy,C,2,100,6,1,14,Sheng-Yin (SQP),14.3653,0.248104,0.181851,0.049
accuracy,C,2,100,6,1,14,SIR,24.2555,0.410806,0.168268,0.001
accuracy,C,2,100,6,1,14,OLS,50.8844,0.775874,0.059689,0.0
accuracy,C,2,100,6,1,15,dCor-PP (this thesis),22.6584,0.385237,0.193663,0.029
accuracy,C,2,100,6,1,15,Sheng-Yin (SQP),20.4196,0.348893,0.192946,0.051
accuracy,C,2,100,6,1,15,SIR,23.5216,0.399094,0.188942,0.0
accuracy,C,2,100,6,1,15,OLS,69.0742,0.934044,0.091617,0.0
accuracy,C,2,100,6,1,16,dCor-PP (this thesis),15.9987,0.275616,0.205626,0.035
accuracy,C,2,100,6,1,16,Sheng-Yin (SQP),16.0775,0.276937,0.2043,0.049
accuracy,C,2,100,6,1,16,SIR,22.1041,0.37629,0.188802,0.0
accuracy,C,2,100,6,1,16,OLS,81.0877,0.987927,0.025333,0.0
accuracy,C,2,100,6,1,17,dCor-PP (this thesis),15.1682,0.261653,0.182368,0.03
accuracy,C,2,100,6,1,17,Sheng-Yin (SQP),12.6186,0.218461,0.181529,0.05
accuracy,C,2,100,6,1,17,SIR,15.7138,0.270832,0.17076,0.0
accuracy,C,2,100,6,1,17,OLS,67.1222,0.921336,0.039203,0.001
accuracy,C,2,100,6,1,18,dCor-PP (this thesis),7.9044,0.137521,0.159608,0.028
accuracy,C,2,100,6,1,18,Sheng-Yin (SQP),9.4524,0.164228,0.157785,0.053
accuracy,C,2,100,6,1,18,SIR,18.8428,0.322973,0.150658,0.0
accuracy,C,2,100,6,1,18,OLS,39.8453,0.640717,0.088213,0.0
accuracy,C,2,100,6,1,19,dCor-PP (this thesis),16.1193,0.277639,0.125498,0.026
accuracy,C,2,100,6,1,19,Sheng-Yin (SQP),15.8085,0.272422,0.125405,0.057
accuracy,C,2,100,6,1,19,SIR,20.1407,0.344327,0.120251,0.0
accuracy,C,2,100,6,1,19,OLS,66.3698,0.916152,0.020118,0.0
accuracy,C,2,100,6,1,20,dCor-PP (this thesis),17.9281,0.307824,0.188706,0.025
accuracy,C,2,100,6,1,20,Sheng-Yin (SQP),16.0199,0.275971,0.188296,0.047
accuracy,C,2,100,6,1,20,SIR,18.4469,0.316426,0.179039,0.0
accuracy,C,2,100,6,1,20,OLS,76.2673,0.971414,0.078705,0.0
accuracy,C,2,100,6,1,21,dCor-PP (this thesis),21.3461,0.364001,0.156523,0.03
accuracy,C,2,100,6,1,21,Sheng-Yin (SQP),22.6076,0.384417,0.15616,0.051
accuracy,C,2,100,6,1,21,SIR,21.3473,0.36402,0.143758,0.0
accuracy,C,2,100,6,1,21,OLS,88.8217,0.999789,0.000742,0.0
accuracy,C,2,100,6,1,22,dCor-PP (this thesis),16.7153,0.287617,0.247208,0.028
accuracy,C,2,100,6,1,22,Sheng-Yin (SQP),13.5169,0.233733,0.24487,0.05
accuracy,C,2,100,6,1,22,SIR,15.9057,0.274055,0.242132,0.0
accuracy,C,2,100,6,1,22,OLS,21.7509,0.370573,0.209349,0.0
accuracy,C,2,100,6,1,23,dCor-PP (this thesis),18.3122,0.314194,0.159633,0.03
accuracy,C,2,100,6,1,23,Sheng-Yin (SQP),12.5495,0.217284,0.158547,0.047
accuracy,C,2,100,6,1,23,SIR,25.4449,0.429643,0.152462,0.0
accuracy,C,2,100,6,1,23,OLS,89.2671,0.999918,0.001224,0.0
accuracy,C,2,100,6,1,24,dCor-PP (this thesis),25.2935,0.427256,0.153121,0.034
accuracy,C,2,100,6,1,24,Sheng-Yin (SQP),23.4014,0.39717,0.150593,0.05
accuracy,C,2,100,6,1,24,SIR,19.6067,0.335561,0.142673,0.001
accuracy,C,2,100,6,1,24,OLS,56.0629,0.829651,0.093595,0.0
accuracy,C,2,100,6,1,25,dCor-PP (this thesis),89.8603,0.999997,0.148678,0.028
accuracy,C,2,100,6,1,25,Sheng-Yin (SQP),69.4928,0.936628,0.13664,0.051
accuracy,C,2,100,6,1,25,SIR,39.4192,0.63499,0.090225,0.001
accuracy,C,2,100,6,1,25,OLS,74.1462,0.961962,0.102887,0.0
accuracy,C,2,100,6,1,26,dCor-PP (this thesis),17.2964,0.297315,0.121659,0.035
accuracy,C,2,100,6,1,26,Sheng-Yin (SQP),17.4005,0.299049,0.120823,0.051
accuracy,C,2,100,6,1,26,SIR,19.5541,0.334698,0.108935,0.0
accuracy,C,2,100,6,1,26,OLS,79.4332,0.983042,0.000224,0.0
accuracy,C,2,100,6,1,27,dCor-PP (this thesis),19.5217,0.334163,0.189779,0.034
accuracy,C,2,100,6,1,27,Sheng-Yin (SQP),12.3182,0.213341,0.187587,0.049
accuracy,C,2,100,6,1,27,SIR,10.9928,0.190686,0.184193,0.0
accuracy,C,2,100,6,1,27,OLS,74.5411,0.963822,0.058301,0.0
accuracy,C,2,100,6,1,28,dCor-PP (this thesis),8.6176,0.149839,0.175433,0.038
accuracy,C,2,100,6,1,28,Sheng-Yin (SQP),11.3953,0.197577,0.173907,0.05
accuracy,C,2,100,6,1,28,SIR,5.9089,0.102947,0.173866,0.0
accuracy,C,2,100,6,1,28,OLS,63.6394,0.896017,0.065817,0.0
accuracy,C,2,100,6,1,29,dCor-PP (this thesis),17.3114,0.297564,0.160766,0.032
accuracy,C,2,100,6,1,29,Sheng-Yin (SQP),17.4202,0.299378,0.160752,0.054
accuracy,C,2,100,6,1,29,SIR,17.9748,0.308598,0.114044,0.0
accuracy,C,2,100,6,1,29,OLS,29.4158,0.491144,0.136737,0.0
accuracy,C,2,100,6,1,30,dCor-PP (this thesis),13.0004,0.224958,0.146689,0.038
accuracy,C,2,100,6,1,30,Sheng-Yin (SQP),13.3705,0.231247,0.146108,0.053
accuracy,C,2,100,6,1,30,SIR,14.7771,0.255059,0.14316,0.0
accuracy,C,2,100,6,1,30,OLS,71.6274,0.949027,0.026667,0.0
accuracy,C,2,100,6,1,31,dCor-PP (this thesis),30.0223,0.500337,0.119508,0.032
accuracy,C,2,100,6,1,31,Sheng-Yin (SQP),32.9119,0.543349,0.118263,0.052
accuracy,C,2,100,6,1,31,SIR,19.7233,0.337478,0.111593,0.0
accuracy,C,2,100,6,1,31,OLS,80.9294,0.987495,0.051623,0.0
accuracy,C,2,100,6,1,32,dCor-PP (this thesis),21.4643,0.365921,0.150365,0.034
accuracy,C,2,100,6,1,32,Sheng-Yin (SQP),20.8923,0.356612,0.14983,0.053
accuracy,C,2,100,6,1,32,SIR,12.8995,0.223241,0.121832,0.0
accuracy,C,2,100,6,1,32,OLS,76.3896,0.971918,0.019545,0.0
accuracy,C,2,100,6,1,33,dCor-PP (this thesis),12.6077,0.218274,0.150882,0.039
accuracy,C,2,100,6,1,33,Sheng-Yin (SQP),12.971,0.224458,0.15069,0.051
accuracy,C,2,100,6,1,33,SIR,14.7916,0.255305,0.137278,0.0
accuracy,C,2,100,6,1,33,OLS,89.3812,0.999942,0.060987,0.0
accuracy,C,2,100,6,1,34,dCor-PP (this thesis),13.8057,0.238631,0.165706,0.031
accuracy,C,2,100,6,1,34,Sheng-Yin (SQP),15.6153,0.269178,0.163939,0.051
accuracy,C,2,100,6,1,34,SIR,22.1537,0.377092,0.156752,0.0
accuracy,C,2,100,6,1,34,OLS,88.5973,0.9997,0.0,0.0
accuracy,C,2,100,6,1,35,dCor-PP (this thesis),15.8425,0.272994,0.167091,0.027
accuracy,C,2,100,6,1,35,Sheng-Yin (SQP),21.1915,0.361486,0.166273,0.053
accuracy,C,2,100,6,1,35,SIR,12.2451,0.212094,0.15729,0.001
accuracy,C,2,100,6,1,35,OLS,69.7275,0.938055,0.05651,0.0
accuracy,C,2,100,6,1,36,dCor-PP (this thesis),17.2318,0.296237,0.185771,0.033
accuracy,C,2,100,6,1,36,Sheng-Yin (SQP),17.8648,0.306772,0.184319,0.05
accuracy,C,2,100,6,1,36,SIR,14.8645,0.256534,0.177555,0.0
accuracy,C,2,100,6,1,36,OLS,73.5411,0.959023,0.059646,0.0
accuracy,C,2,100,6,1,37,dCor-PP (this thesis),36.7985,0.599002,0.133703,0.032
accuracy,C,2,100,6,1,37,Sheng-Yin (SQP),32.611,0.538933,0.133352,0.055
accuracy,C,2,100,6,1,37,SIR,36.3242,0.592354,0.114435,0.0
accuracy,C,2,100,6,1,37,OLS,56.578,0.834636,0.026465,0.0
accuracy,C,2,100,6,1,38,dCor-PP (this thesis),26.1136,0.440152,0.082811,0.034
accuracy,C,2,100,6,1,38,Sheng-Yin (SQP),20.3199,0.347262,0.077104,0.054
accuracy,C,2,100,6,1,38,SIR,32.2984,0.534329,0.057368,0.0
