# script: ch04_shengyin_2016_design.py
# seeds: 20260813
# replicates: accuracy block: 100 at n=100, 25 at n=500; scaling block: 5 at each p
# n_perturb: 500
# n_restarts: 5
# max_iter: 150
# scaling_block: model A part 1, n=500, p in {6, 20, 50, 100}
# methods: dCor-PP (this thesis), Sheng-Yin (SQP), SIR, OLS
# design_source: wu2021mm pp.12-13, restating Sheng & Yin (2016)
block,model,part,n,p,d,rep,method,angle,delta_m,dcor2_u,seconds
accuracy,A,3,100,6,2,73,Sheng-Yin (SQP),0.0243,0.000665,0.418941,0.089
accuracy,A,3,100,6,2,73,SIR,23.9526,0.697967,0.481277,0.0
accuracy,A,3,100,6,2,73,OLS,7.9686,,0.877366,0.0
accuracy,A,3,100,6,2,74,dCor-PP (this thesis),1.5946,0.045685,0.608474,0.071
accuracy,A,3,100,6,2,74,Sheng-Yin (SQP),0.0276,0.000778,0.415395,0.091
accuracy,A,3,100,6,2,74,SIR,25.2756,0.699605,0.450615,0.0
accuracy,A,3,100,6,2,74,OLS,9.6638,,0.831913,0.0
accuracy,A,3,100,6,2,75,dCor-PP (this thesis),2.0474,0.07106,0.55117,0.081
accuracy,A,3,100,6,2,75,Sheng-Yin (SQP),0.051,0.001342,0.460658,0.08
accuracy,A,3,100,6,2,75,SIR,15.5032,0.456863,0.48322,0.0
accuracy,A,3,100,6,2,75,OLS,4.9588,,0.870117,0.0
accuracy,A,3,100,6,2,76,dCor-PP (this thesis),1.6748,0.058133,0.534305,0.09
accuracy,A,3,100,6,2,76,Sheng-Yin (SQP),0.0181,0.00056,0.502022,0.076
accuracy,A,3,100,6,2,76,SIR,11.9292,0.344123,0.501509,0.0
accuracy,A,3,100,6,2,76,OLS,6.3381,,0.856632,0.0
accuracy,A,3,100,6,2,77,dCor-PP (this thesis),7.7781,0.204599,0.519655,0.077
accuracy,A,3,100,6,2,77,Sheng-Yin (SQP),0.2468,0.007299,0.500081,0.08
accuracy,A,3,100,6,2,77,SIR,14.7994,0.421121,0.474779,0.0
accuracy,A,3,100,6,2,77,OLS,7.3717,,0.850577,0.0
accuracy,A,3,100,6,2,78,dCor-PP (this thesis),7.6613,0.194698,0.604719,0.076
accuracy,A,3,100,6,2,78,Sheng-Yin (SQP),0.1072,0.003593,0.443064,0.082
accuracy,A,3,100,6,2,78,SIR,13.9565,0.428485,0.469762,0.0
accuracy,A,3,100,6,2,78,OLS,7.1818,,0.863541,0.0
accuracy,A,3,100,6,2,79,dCor-PP (this thesis),1.2304,0.042708,0.560015,0.082
accuracy,A,3,100,6,2,79,Sheng-Yin (SQP),0.0019,4.5e-05,0.48868,0.087
accuracy,A,3,100,6,2,79,SIR,22.3513,0.643679,0.472335,0.0
accuracy,A,3,100,6,2,79,OLS,4.8407,,0.904415,0.0
accuracy,A,3,100,6,2,80,dCor-PP (this thesis),2.0485,0.070855,0.538681,0.084
accuracy,A,3,100,6,2,80,Sheng-Yin (SQP),0.0132,0.000297,0.506151,0.083
accuracy,A,3,100,6,2,80,SIR,24.1409,0.664245,0.471024,0.0
accuracy,A,3,100,6,2,80,OLS,4.5587,,0.906304,0.0
accuracy,A,3,100,6,2,81,dCor-PP (this thesis),1.4984,0.051852,0.511505,0.083
accuracy,A,3,100,6,2,81,Sheng-Yin (SQP),0.0029,5.8e-05,0.479033,0.086
accuracy,A,3,100,6,2,81,SIR,17.2225,0.530906,0.489045,0.0
accuracy,A,3,100,6,2,81,OLS,6.1581,,0.859041,0.0
accuracy,A,3,100,6,2,82,dCor-PP (this thesis),34.5146,0.914042,0.654766,0.066
accuracy,A,3,100,6,2,82,Sheng-Yin (SQP),0.0172,0.000403,0.460489,0.088
accuracy,A,3,100,6,2,82,SIR,22.2763,0.676111,0.452353,0.0
accuracy,A,3,100,6,2,82,OLS,9.7344,,0.880971,0.0
accuracy,A,3,100,6,2,83,dCor-PP (this thesis),1.3925,0.048385,0.535182,0.085
accuracy,A,3,100,6,2,83,Sheng-Yin (SQP),0.0022,5.5e-05,0.514558,0.084
accuracy,A,3,100,6,2,83,SIR,15.4518,0.477537,0.520449,0.0
accuracy,A,3,100,6,2,83,OLS,6.4654,,0.874275,0.0
accuracy,A,3,100,6,2,84,dCor-PP (this thesis),44.0501,0.993228,0.605694,0.068
accuracy,A,3,100,6,2,84,Sheng-Yin (SQP),0.0019,4.9e-05,0.500832,0.082
accuracy,A,3,100,6,2,84,SIR,16.5598,0.524812,0.475427,0.0
accuracy,A,3,100,6,2,84,OLS,6.979,,0.901524,0.0
accuracy,A,3,100,6,2,85,dCor-PP (this thesis),2.1947,0.076022,0.518756,0.077
accuracy,A,3,100,6,2,85,Sheng-Yin (SQP),0.015,0.00038,0.457906,0.084
accuracy,A,3,100,6,2,85,SIR,21.947,0.667962,0.482992,0.0
accuracy,A,3,100,6,2,85,OLS,8.1999,,0.862725,0.0
accuracy,A,3,100,6,2,86,dCor-PP (this thesis),1.6402,0.056801,0.510331,0.082
accuracy,A,3,100,6,2,86,Sheng-Yin (SQP),0.0011,2.3e-05,0.533592,0.095
accuracy,A,3,100,6,2,86,SIR,37.3809,0.959015,0.457555,0.0
accuracy,A,3,100,6,2,86,OLS,4.8411,,0.916881,0.0
accuracy,A,3,100,6,2,87,dCor-PP (this thesis),3.2366,0.11246,0.638747,0.085
accuracy,A,3,100,6,2,87,Sheng-Yin (SQP),0.0006,1.7e-05,0.547029,0.098
accuracy,A,3,100,6,2,87,SIR,22.1291,0.639096,0.487973,0.0
accuracy,A,3,100,6,2,87,OLS,8.7931,,0.889121,0.0
accuracy,A,3,100,6,2,88,dCor-PP (this thesis),2.949,0.102281,0.561676,0.08
accuracy,A,3,100,6,2,88,Sheng-Yin (SQP),0.1541,0.004799,0.49102,0.094
accuracy,A,3,100,6,2,88,SIR,18.076,0.537693,0.459127,0.0
accuracy,A,3,100,6,2,88,OLS,7.4147,,0.838218,0.0
accuracy,A,3,100,6,2,89,dCor-PP (this thesis),8.8625,0.278785,0.516909,0.069
accuracy,A,3,100,6,2,89,Sheng-Yin (SQP),0.0106,0.000263,0.487708,0.087
accuracy,A,3,100,6,2,89,SIR,17.1426,0.484644,0.465774,0.0
accuracy,A,3,100,6,2,89,OLS,6.4619,,0.804545,0.0
accuracy,A,3,100,6,2,90,dCor-PP (this thesis),0.7929,0.027306,0.531229,0.088
accuracy,A,3,100,6,2,90,Sheng-Yin (SQP),0.0009,2.1e-05,0.487874,0.094
accuracy,A,3,100,6,2,90,SIR,15.3227,0.443057,0.483284,0.0
accuracy,A,3,100,6,2,90,OLS,5.1584,,0.830325,0.0
accuracy,A,3,100,6,2,91,dCor-PP (this thesis),11.224,0.30633,0.504131,0.062
accuracy,A,3,100,6,2,91,Sheng-Yin (SQP),0.0066,0.000192,0.507052,0.084
accuracy,A,3,100,6,2,91,SIR,19.3059,0.565732,0.462763,0.001
accuracy,A,3,100,6,2,91,OLS,7.9512,,0.841386,0.0
accuracy,A,3,100,6,2,92,dCor-PP (this thesis),2.5908,0.087002,0.54087,0.07
accuracy,A,3,100,6,2,92,Sheng-Yin (SQP),0.9618,0.03303,0.475849,0.084
accuracy,A,3,100,6,2,92,SIR,12.8484,0.375298,0.497152,0.0
accuracy,A,3,100,6,2,92,OLS,8.0973,,0.832019,0.0
accuracy,A,3,100,6,2,93,dCor-PP (this thesis),6.0464,0.146038,0.506167,0.062
accuracy,A,3,100,6,2,93,Sheng-Yin (SQP),0.0016,4.9e-05,0.503147,0.096
accuracy,A,3,100,6,2,93,SIR,29.8338,0.836328,0.482067,0.0
accuracy,A,3,100,6,2,93,OLS,6.4957,,0.873639,0.0
accuracy,A,3,100,6,2,94,dCor-PP (this thesis),1.637,0.05684,0.518846,0.09
accuracy,A,3,100,6,2,94,Sheng-Yin (SQP),0.0021,4.4e-05,0.439818,0.085
accuracy,A,3,100,6,2,94,SIR,16.3436,0.436321,0.46784,0.0
accuracy,A,3,100,6,2,94,OLS,7.7589,,0.86205,0.001
accuracy,A,3,100,6,2,95,dCor-PP (this thesis),28.5958,0.820465,0.533884,0.069
accuracy,A,3,100,6,2,95,Sheng-Yin (SQP),0.0118,0.000271,0.476922,0.096
accuracy,A,3,100,6,2,95,SIR,25.3285,0.701496,0.433632,0.0
accuracy,A,3,100,6,2,95,OLS,9.9236,,0.874317,0.0
accuracy,A,3,100,6,2,96,dCor-PP (this thesis),1.5663,0.054199,0.486589,0.089
accuracy,A,3,100,6,2,96,Sheng-Yin (SQP),0.1904,0.005195,0.416478,0.072
accuracy,A,3,100,6,2,96,SIR,13.6986,0.375028,0.459138,0.0
accuracy,A,3,100,6,2,96,OLS,8.1242,,0.811033,0.0
accuracy,A,3,100,6,2,97,dCor-PP (this thesis),1.3783,0.04774,0.517553,0.081
accuracy,A,3,100,6,2,97,Sheng-Yin (SQP),0.0074,0.000175,0.524157,0.09
accuracy,A,3,100,6,2,97,SIR,32.0478,0.859606,0.466278,0.0
accuracy,A,3,100,6,2,97,OLS,4.1546,,0.89363,0.001
accuracy,A,3,100,6,2,98,dCor-PP (this thesis),1.8863,0.065387,0.529882,0.071
accuracy,A,3,100,6,2,98,Sheng-Yin (SQP),0.0063,0.00019,0.492482,0.093
accuracy,A,3,100,6,2,98,SIR,19.687,0.583466,0.481122,0.001
accuracy,A,3,100,6,2,98,OLS,4.0035,,0.888273,0.0
accuracy,A,3,100,6,2,99,dCor-PP (this thesis),0.9931,0.034389,0.530351,0.086
accuracy,A,3,100,6,2,99,Sheng-Yin (SQP),0.0072,0.000191,0.484322,0.089
accuracy,A,3,100,6,2,99,SIR,5.8771,0.154349,0.492454,0.0
accuracy,A,3,100,6,2,99,OLS,8.1589,,0.875075,0.0
accuracy,A,3,500,20,2,0,dCor-PP (this thesis),1.519,0.05113,0.574608,1.35
accuracy,A,3,500,20,2,0,Sheng-Yin (SQP),0.0,1e-06,0.435976,26.403
accuracy,A,3,500,20,2,0,SIR,19.0477,0.559267,0.482743,0.002
accuracy,A,3,500,20,2,0,OLS,5.4155,,0.884423,0.0
accuracy,A,3,500,20,2,1,dCor-PP (this thesis),2.0052,0.069128,0.619739,1.318
accuracy,A,3,500,20,2,1,Sheng-Yin (SQP),0.0001,3e-06,0.492722,26.93
accuracy,A,3,500,20,2,1,SIR,13.1464,0.362315,0.481816,0.0
accuracy,A,3,500,20,2,1,OLS,6.0844,,0.864014,0.0
accuracy,A,3,500,20,2,2,dCor-PP (this thesis),2.942,0.079821,0.611119,1.127
accuracy,A,3,500,20,2,2,Sheng-Yin (SQP),0.019,0.00035,0.504951,14.511
accuracy,A,3,500,20,2,2,SIR,14.9663,0.428791,0.480265,0.0
accuracy,A,3,500,20,2,2,OLS,6.7813,,0.864927,0.001
accuracy,A,3,500,20,2,3,dCor-PP (this thesis),1.9783,0.067741,0.535181,1.409
accuracy,A,3,500,20,2,3,Sheng-Yin (SQP),0.0001,2e-06,0.489166,24.822
accuracy,A,3,500,20,2,3,SIR,14.577,0.427816,0.486396,0.001
accuracy,A,3,500,20,2,3,OLS,5.4978,,0.890059,0.0
accuracy,A,3,500,20,2,4,dCor-PP (this thesis),1.6008,0.055001,0.522079,1.331
accuracy,A,3,500,20,2,4,Sheng-Yin (SQP),0.0004,9e-06,0.51655,19.592
accuracy,A,3,500,20,2,4,SIR,16.1054,0.480333,0.484236,0.001
accuracy,A,3,500,20,2,4,OLS,5.8267,,0.877467,0.0
accuracy,A,3,500,20,2,5,dCor-PP (this thesis),2.0815,0.071462,0.539119,1.367
accuracy,A,3,500,20,2,5,Sheng-Yin (SQP),0.0228,0.000487,0.511871,13.489
accuracy,A,3,500,20,2,5,SIR,17.5374,0.505303,0.485732,0.0
accuracy,A,3,500,20,2,5,OLS,5.9117,,0.867671,0.0
accuracy,A,3,500,20,2,6,dCor-PP (this thesis),2.0777,0.071442,0.582085,1.363
accuracy,A,3,500,20,2,6,Sheng-Yin (SQP),0.0002,4e-06,0.504114,23.233
accuracy,A,3,500,20,2,6,SIR,11.8227,0.306418,0.48557,0.0
accuracy,A,3,500,20,2,6,OLS,5.7675,,0.867857,0.0
accuracy,A,3,500,20,2,7,dCor-PP (this thesis),1.923,0.065989,0.570473,1.199
accuracy,A,3,500,20,2,7,Sheng-Yin (SQP),0.0,0.0,0.505384,26.352
accuracy,A,3,500,20,2,7,SIR,19.743,0.575817,0.484709,0.0
accuracy,A,3,500,20,2,7,OLS,7.8384,,0.864661,0.001
accuracy,A,3,500,20,2,8,dCor-PP (this thesis),1.9531,0.067104,0.55028,1.102
accuracy,A,3,500,20,2,8,Sheng-Yin (SQP),0.0001,1e-06,0.517373,24.118
accuracy,A,3,500,20,2,8,SIR,16.2833,0.4765,0.483622,0.001
accuracy,A,3,500,20,2,8,OLS,5.77,,0.882816,0.0
accuracy,A,3,500,20,2,9,dCor-PP (this thesis),1.5478,0.053101,0.510131,1.442
accuracy,A,3,500,20,2,9,Sheng-Yin (SQP),0.0163,0.000336,0.489143,13.639
accuracy,A,3,500,20,2,9,SIR,16.6054,0.4727,0.477027,0.0
accuracy,A,3,500,20,2,9,OLS,6.1167,,0.87297,0.0
accuracy,A,3,500,20,2,10,dCor-PP (this thesis),1.9206,0.066015,0.575093,1.3
accuracy,A,3,500,20,2,10,Sheng-Yin (SQP),0.0001,3e-06,0.476455,24.419
accuracy,A,3,500,20,2,10,SIR,14.79,0.423638,0.477877,0.002
accuracy,A,3,500,20,2,10,OLS,5.5967,,0.872936,0.0
accuracy,A,3,500,20,2,11,dCor-PP (this thesis),2.0863,0.071864,0.55648,1.327
accuracy,A,3,500,20,2,11,Sheng-Yin (SQP),0.0005,1.2e-05,0.512594,20.502
accuracy,A,3,500,20,2,11,SIR,14.3759,0.412559,0.487042,0.002
accuracy,A,3,500,20,2,11,OLS,6.3559,,0.836081,0.0
accuracy,A,3,500,20,2,12,dCor-PP (this thesis),1.8051,0.061829,0.556317,1.268
accuracy,A,3,500,20,2,12,Sheng-Yin (SQP),0.0,1e-06,0.486261,26.773
accuracy,A,3,500,20,2,12,SIR,16.8107,0.484912,0.486598,0.0
accuracy,A,3,500,20,2,12,OLS,4.0381,,0.877831,0.0
accuracy,A,3,500,20,2,13,dCor-PP (this thesis),1.628,0.05566,0.560966,1.288
accuracy,A,3,500,20,2,13,Sheng-Yin (SQP),0.0024,5.7e-05,0.515935,16.147
accuracy,A,3,500,20,2,13,SIR,14.7818,0.413047,0.484713,0.0
accuracy,A,3,500,20,2,13,OLS,7.3001,,0.849762,0.0
accuracy,A,3,500,20,2,14,dCor-PP (this thesis),2.1807,0.0751,0.510031,1.299
accuracy,A,3,500,20,2,14,Sheng-Yin (SQP),0.0016,3.1e-05,0.502335,21.622
accuracy,A,3,500,20,2,14,SIR,17.4181,0.49939,0.488751,0.0
accuracy,A,3,500,20,2,14,OLS,6.2497,,0.878151,0.001
accuracy,A,3,500,20,2,15,dCor-PP (this thesis),2.3094,0.079423,0.586064,1.344
accuracy,A,3,500,20,2,15,Sheng-Yin (SQP),0.0001,3e-06,0.463712,23.457
accuracy,A,3,500,20,2,15,SIR,18.5594,0.537902,0.486914,0.0
accuracy,A,3,500,20,2,15,OLS,5.9455,,0.863808,0.0
accuracy,A,3,500,20,2,16,dCor-PP (this thesis),2.4483,0.082897,0.517812,1.169
accuracy,A,3,500,20,2,16,Sheng-Yin (SQP),0.0005,1e-05,0.501843,20.278
accuracy,A,3,500,20,2,16,SIR,17.8159,0.53696,0.479829,0.001
accuracy,A,3,500,20,2,16,OLS,5.4234,,0.8927,0.0
accuracy,A,3,500,20,2,17,dCor-PP (this thesis),1.5855,0.054258,0.573425,1.261
accuracy,A,3,500,20,2,17,Sheng-Yin (SQP),0.0264,0.000679,0.483775,13.995
accuracy,A,3,500,20,2,17,SIR,17.844,0.508887,0.481759,0.0
accuracy,A,3,500,20,2,17,OLS,4.3584,,0.866326,0.0
accuracy,A,3,500,20,2,18,dCor-PP (this thesis),1.6458,0.056599,0.524169,1.312
accuracy,A,3,500,20,2,18,Sheng-Yin (SQP),0.0003,7e-06,0.479549,24.145
accuracy,A,3,500,20,2,18,SIR,15.3838,0.424697,0.47708,0.0
accuracy,A,3,500,20,2,18,OLS,8.287,,0.834837,0.0
accuracy,A,3,500,20,2,19,dCor-PP (this thesis),2.0903,0.071657,0.56421,1.353
accuracy,A,3,500,20,2,19,Sheng-Yin (SQP),0.0,1e-06,0.447759,24.512
accuracy,A,3,500,20,2,19,SIR,14.9438,0.433047,0.497738,0.001
accuracy,A,3,500,20,2,19,OLS,5.636,,0.877557,0.001
accuracy,A,3,500,20,2,20,dCor-PP (this thesis),1.9282,0.066073,0.532134,1.324
accuracy,A,3,500,20,2,20,Sheng-Yin (SQP),0.0002,5e-06,0.503477,20.448
accuracy,A,3,500,20,2,20,SIR,15.1536,0.421294,0.489573,0.001
accuracy,A,3,500,20,2,20,OLS,6.6414,,0.864473,0.001
accuracy,A,3,500,20,2,21,dCor-PP (this thesis),1.9833,0.059944,0.528096,1.023
accuracy,A,3,500,20,2,21,Sheng-Yin (SQP),0.0003,7e-06,0.508356,19.765
accuracy,A,3,500,20,2,21,SIR,26.881,0.767836,0.467078,0.001
accuracy,A,3,500,20,2,21,OLS,4.988,,0.885474,0.0
accuracy,A,3,500,20,2,22,dCor-PP (this thesis),1.7311,0.059228,0.557863,1.282
accuracy,A,3,500,20,2,22,Sheng-Yin (SQP),0.0004,9e-06,0.487495,22.975
accuracy,A,3,500,20,2,22,SIR,14.7728,0.437074,0.483761,0.0
accuracy,A,3,500,20,2,22,OLS,6.335,,0.86115,0.0
accuracy,A,3,500,20,2,23,dCor-PP (this thesis),1.9671,0.067298,0.512302,1.386
accuracy,A,3,500,20,2,23,Sheng-Yin (SQP),0.0,1e-06,0.500353,24.417
accuracy,A,3,500,20,2,23,SIR,16.2133,0.464472,0.483268,0.001
accuracy,A,3,500,20,2,23,OLS,5.3009,,0.86664,0.0
accuracy,A,3,500,20,2,24,dCor-PP (this thesis),1.758,0.059737,0.540098,1.302
accuracy,A,3,500,20,2,24,Sheng-Yin (SQP),0.0002,4e-06,0.489864,23.555
accuracy,A,3,500,20,2,24,SIR,13.1825,0.37084,0.482448,0.001
accuracy,A,3,500,20,2,24,OLS,6.734,,0.864012,0.0
accuracy,B,1,100,6,2,0,dCor-PP (this thesis),15.3505,0.328683,0.301936,0.055
accuracy,B,1,100,6,2,0,Sheng-Yin (SQP),16.8665,0.369748,0.287986,0.061
accuracy,B,1,100,6,2,0,SIR,14.8249,0.294578,0.272311,0.001
accuracy,B,1,100,6,2,0,OLS,18.0457,,0.45566,0.0
accuracy,B,1,100,6,2,1,dCor-PP (this thesis),21.4268,0.499971,0.258786,0.069
accuracy,B,1,100,6,2,1,Sheng-Yin (SQP),16.8014,0.406677,0.22651,0.073
accuracy,B,1,100,6,2,1,SIR,22.4782,0.512101,0.191111,0.0
accuracy,B,1,100,6,2,1,OLS,34.3748,,0.31918,0.0
accuracy,B,1,100,6,2,2,dCor-PP (this thesis),19.7663,0.417427,0.298792,0.06
accuracy,B,1,100,6,2,2,Sheng-Yin (SQP),16.3257,0.436728,0.241925,0.073
accuracy,B,1,100,6,2,2,SIR,18.1105,0.47892,0.221263,0.0
accuracy,B,1,100,6,2,2,OLS,22.9284,,0.393319,0.001
accuracy,B,1,100,6,2,3,dCor-PP (this thesis),13.2086,0.357432,0.226059,0.059
accuracy,B,1,100,6,2,3,Sheng-Yin (SQP),12.4755,0.359327,0.213218,0.063
accuracy,B,1,100,6,2,3,SIR,13.5865,0.310934,0.215017,0.0
accuracy,B,1,100,6,2,3,OLS,23.6484,,0.342158,0.0
accuracy,B,1,100,6,2,4,dCor-PP (this thesis),26.2505,0.589798,0.252942,0.064
accuracy,B,1,100,6,2,4,Sheng-Yin (SQP),16.2979,0.355403,0.264865,0.055
accuracy,B,1,100,6,2,4,SIR,12.8156,0.294229,0.261043,0.0
accuracy,B,1,100,6,2,4,OLS,14.249,,0.41499,0.0
accuracy,B,1,100,6,2,5,dCor-PP (this thesis),16.5505,0.445239,0.296837,0.058
accuracy,B,1,100,6,2,5,Sheng-Yin (SQP),17.5421,0.435465,0.273288,0.072
accuracy,B,1,100,6,2,5,SIR,13.825,0.352183,0.293513,0.0
accuracy,B,1,100,6,2,5,OLS,22.3375,,0.489138,0.0
accuracy,B,1,100,6,2,6,dCor-PP (this thesis),8.2154,0.230742,0.238659,0.064
accuracy,B,1,100,6,2,6,Sheng-Yin (SQP),12.609,0.32936,0.204722,0.064
accuracy,B,1,100,6,2,6,SIR,11.7192,0.310397,0.20221,0.0
accuracy,B,1,100,6,2,6,OLS,14.3296,,0.312708,0.0
accuracy,B,1,100,6,2,7,dCor-PP (this thesis),7.4311,0.137481,0.290816,0.066
accuracy,B,1,100,6,2,7,Sheng-Yin (SQP),9.0132,0.197081,0.264469,0.062
accuracy,B,1,100,6,2,7,SIR,7.9793,0.196798,0.257334,0.001
accuracy,B,1,100,6,2,7,OLS,6.2317,,0.420327,0.0
accuracy,B,1,100,6,2,8,dCor-PP (this thesis),10.2632,0.28237,0.29783,0.065
accuracy,B,1,100,6,2,8,Sheng-Yin (SQP),7.3246,0.210814,0.253755,0.053
accuracy,B,1,100,6,2,8,SIR,7.9884,0.195546,0.250043,0.0
accuracy,B,1,100,6,2,8,OLS,12.8114,,0.429144,0.0
accuracy,B,1,100,6,2,9,dCor-PP (this thesis),6.7646,0.137708,0.347401,0.069
accuracy,B,1,100,6,2,9,Sheng-Yin (SQP),4.987,0.104802,0.26962,0.055
accuracy,B,1,100,6,2,9,SIR,17.4511,0.364647,0.272767,0.001
accuracy,B,1,100,6,2,9,OLS,14.0484,,0.448981,0.0
accuracy,B,1,100,6,2,10,dCor-PP (this thesis),14.6409,0.34049,0.243556,0.06
accuracy,B,1,100,6,2,10,Sheng-Yin (SQP),11.8164,0.318096,0.233237,0.07
accuracy,B,1,100,6,2,10,SIR,15.0542,0.328828,0.244579,0.0
accuracy,B,1,100,6,2,10,OLS,23.7859,,0.40601,0.0
accuracy,B,1,100,6,2,11,dCor-PP (this thesis),13.1649,0.306344,0.234262,0.065
accuracy,B,1,100,6,2,11,Sheng-Yin (SQP),12.1064,0.280858,0.201384,0.064
accuracy,B,1,100,6,2,11,SIR,10.3188,0.2619,0.200389,0.0
accuracy,B,1,100,6,2,11,OLS,20.1191,,0.307334,0.0
accuracy,B,1,100,6,2,12,dCor-PP (this thesis),12.847,0.285,0.254267,0.062
accuracy,B,1,100,6,2,12,Sheng-Yin (SQP),11.6131,0.277858,0.240809,0.065
accuracy,B,1,100,6,2,12,SIR,11.4952,0.257697,0.240594,0.0
accuracy,B,1,100,6,2,12,OLS,13.7138,,0.385026,0.0
accuracy,B,1,100,6,2,13,dCor-PP (this thesis),13.1672,0.292041,0.36238,0.062
accuracy,B,1,100,6,2,13,Sheng-Yin (SQP),13.5712,0.280247,0.287917,0.061
accuracy,B,1,100,6,2,13,SIR,12.657,0.295753,0.287528,0.0
accuracy,B,1,100,6,2,13,OLS,13.6915,,0.494793,0.0
accuracy,B,1,100,6,2,14,dCor-PP (this thesis),8.6777,0.266711,0.27348,0.064
accuracy,B,1,100,6,2,14,Sheng-Yin (SQP),7.7439,0.172699,0.281456,0.063
accuracy,B,1,100,6,2,14,SIR,11.4509,0.267447,0.244704,0.0
accuracy,B,1,100,6,2,14,OLS,8.5056,,0.420578,0.0
accuracy,B,1,100,6,2,15,dCor-PP (this thesis),22.6722,0.596915,0.313081,0.064
accuracy,B,1,100,6,2,15,Sheng-Yin (SQP),15.8388,0.376313,0.249381,0.058
accuracy,B,1,100,6,2,15,SIR,8.6777,0.166032,0.242968,0.0
accuracy,B,1,100,6,2,15,OLS,9.1173,,0.42147,0.0
accuracy,B,1,100,6,2,16,dCor-PP (this thesis),14.5101,0.297842,0.325668,0.065
accuracy,B,1,100,6,2,16,Sheng-Yin (SQP),12.3326,0.318269,0.306695,0.062
accuracy,B,1,100,6,2,16,SIR,11.1827,0.28277,0.300428,0.0
accuracy,B,1,100,6,2,16,OLS,18.1127,,0.506258,0.0
accuracy,B,1,100,6,2,17,dCor-PP (this thesis),11.2754,0.250321,0.339071,0.069
accuracy,B,1,100,6,2,17,Sheng-Yin (SQP),9.6096,0.254586,0.285071,0.054
accuracy,B,1,100,6,2,17,SIR,10.7178,0.265363,0.292567,0.0
accuracy,B,1,100,6,2,17,OLS,14.3216,,0.468451,0.001
accuracy,B,1,100,6,2,18,dCor-PP (this thesis),12.1702,0.299175,0.231913,0.067
accuracy,B,1,100,6,2,18,Sheng-Yin (SQP),8.0962,0.197064,0.21829,0.067
accuracy,B,1,100,6,2,18,SIR,9.418,0.242869,0.197757,0.0
accuracy,B,1,100,6,2,18,OLS,9.4416,,0.333509,0.0
accuracy,B,1,100,6,2,19,dCor-PP (this thesis),20.6744,0.535048,0.287005,0.063
accuracy,B,1,100,6,2,19,Sheng-Yin (SQP),16.4547,0.407581,0.260052,0.061
accuracy,B,1,100,6,2,19,SIR,11.6327,0.290117,0.253765,0.0
accuracy,B,1,100,6,2,19,OLS,7.2799,,0.440696,0.0
accuracy,B,1,100,6,2,20,dCor-PP (this thesis),19.0957,0.542229,0.246406,0.059
accuracy,B,1,100,6,2,20,Sheng-Yin (SQP),21.3424,0.526041,0.256535,0.066
accuracy,B,1,100,6,2,20,SIR,18.4103,0.544456,0.244497,0.0
accuracy,B,1,100,6,2,20,OLS,36.2809,,0.38789,0.0
accuracy,B,1,100,6,2,21,dCor-PP (this thesis),10.5196,0.25765,0.312372,0.06
accuracy,B,1,100,6,2,21,Sheng-Yin (SQP),11.6704,0.291895,0.263152,0.058
accuracy,B,1,100,6,2,21,SIR,8.0727,0.241242,0.272401,0.0
accuracy,B,1,100,6,2,21,OLS,11.5127,,0.443333,0.0
accuracy,B,1,100,6,2,22,dCor-PP (this thesis),12.4839,0.313759,0.232101,0.061
accuracy,B,1,100,6,2,22,Sheng-Yin (SQP),9.6415,0.226656,0.219773,0.075
accuracy,B,1,100,6,2,22,SIR,7.1648,0.183176,0.218534,0.0
accuracy,B,1,100,6,2,22,OLS,10.4782,,0.352257,0.0
accuracy,B,1,100,6,2,23,dCor-PP (this thesis),11.3546,0.224319,0.289622,0.067
accuracy,B,1,100,6,2,23,Sheng-Yin (SQP),12.9332,0.247626,0.279957,0.066
accuracy,B,1,100,6,2,23,SIR,10.9051,0.317176,0.262085,0.0
accuracy,B,1,100,6,2,23,OLS,13.8524,,0.470303,0.0
accuracy,B,1,100,6,2,24,dCor-PP (this thesis),29.5629,0.762132,0.296109,0.067
accuracy,B,1,100,6,2,24,Sheng-Yin (SQP),16.7499,0.389909,0.317473,0.069
accuracy,B,1,100,6,2,24,SIR,18.342,0.445261,0.303677,0.0
accuracy,B,1,100,6,2,24,OLS,15.1313,,0.521641,0.0
accuracy,B,1,100,6,2,25,dCor-PP (this thesis),22.0474,0.470939,0.190436,0.059
accuracy,B,1,100,6,2,25,Sheng-Yin (SQP),12.757,0.318284,0.195224,0.06
accuracy,B,1,100,6,2,25,SIR,18.9541,0.430549,0.166783,0.0
accuracy,B,1,100,6,2,25,OLS,21.2723,,0.28735,0.0
accuracy,B,1,100,6,2,26,dCor-PP (this thesis),14.8993,0.299941,0.319348,0.059
accuracy,B,1,100,6,2,26,Sheng-Yin (SQP),11.9528,0.297754,0.310227,0.053
accuracy,B,1,100,6,2,26,SIR,16.3391,0.322623,0.292795,0.0
accuracy,B,1,100,6,2,26,OLS,16.6564,,0.501995,0.0
accuracy,B,1,100,6,2,27,dCor-PP (this thesis),9.0634,0.170266,0.319909,0.063
accuracy,B,1,100,6,2,27,Sheng-Yin (SQP),11.3094,0.244173,0.312016,0.062
accuracy,B,1,100,6,2,27,SIR,12.52,0.264673,0.309051,0.0
